queries,MAL,TXT_char_count,TXT_char_count_no_spaces,TXT_word_count,TXT_avg_word_length,TXT_sentence_count,TXT_punctuation_count,TXT_special_char_count,TXT_text_density,LING_query_type,LING_tense,LING_modality,LING_has_negation,LING_has_conditional,LING_clause_complexity,LING_verb_noun_ratio,SEM_domain_primary,SEM_domain_secondary,SEM_entity_count,SEM_entity_types,SEM_abstractness,SEM_specificity,SEM_ambiguity,TASK_operation_count,TASK_needs_filtering,TASK_needs_aggregation,TASK_needs_sorting,TASK_external_dependency,TASK_expected_result_count,TEMP_reference_type,TEMP_range_specificity,TEMP_recency_requirement,TEMP_realtime_need,INTENT_urgency_level,INTENT_consequence_severity,INTENT_task_priority,INTENT_emotional_tone,INFO_density_score,INFO_constraint_count,INFO_precision_requirement,INFO_recall_requirement,COMP_search_space_size,COMP_index_complexity,COMP_reasoning_depth,TASK_modality_types,INTENT_priority,TASK_multi_modal,INTENT_satisfaction_criticality,COMP_join_operations_needed
만보 정도 걸을 수 있는 한강 산책 코스 추천해줘,14.7629,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
만보 정도 걸을 수 있는 동네 산책 코스 추천해줘,14.4268,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
만보 정도 걸을 수 있는 공원 산책로 추천해줘,18.6808,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
만보 정도 걸을 수 있는 해변 산책로 추천해줘,17.9301,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
10만원 정도 가격대로 갈 만한 집 근처 술집 찾아줘,14.7395,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,food,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
10만원 정도 가격대로 갈 만한 집 근처 식당 찾아줘,24.9278,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,food,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
10만원 정도 가격대로 갈 만한 집 근처 카페 찾아줘,16.5807,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,food,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
10만원 정도 가격대로 갈 만한 집 근처 펜션 찾아줘,24.5787,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,food,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
블랙핑크 '뛰어' 랑 비슷한 느낌의 노래 추천해줘,12.4405,53,46,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,music,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
영화 '귀멸의 칼날: 무한성 편'이랑 비슷한 느낌의 영화 추천해줘,12.1376,61,54,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,media,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
드라마 '오징어게임'이랑 비슷한 느낌의 드라마 추천해줘,26.245,61,54,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,media,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
책 '스토너'랑 비슷한 느낌의 책 추천해줘,24.9037,54,47,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,media,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난번 두산이가 말했던 식당이랑 비슷한 곳 찾아줘,26.4361,54,47,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,food,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난번 두산이가 말했던 카페랑 비슷한 곳 찾아줘,24.0292,54,47,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,food,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난번 두산이가 말했던 나들이 장소랑 비슷한 곳 찾아줘,19.9965,54,47,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,travel,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난번 두산이가 말했던 여행지랑 비슷한 곳 찾아줘,21.7256,54,47,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,travel,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 사진에 있는 신발이랑 비슷한 디자인 찾아줘,21.4302,44,37,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 사진에 있는 티셔츠랑 비슷한 디자인 찾아줘,23.3894,44,37,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 사진에 있는 가구랑 비슷한 디자인 찾아줘,9.9031,44,37,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 사진에 있는 액세서리랑 비슷한 디자인 찾아줘,34.4119,44,37,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 노트에 있는 내용과 관련된 유튜브 찾아줘,32.3092,49,42,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,media,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 논문에 있는 내용과 관련된 강의 영상 찾아줘,39.9892,53,46,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,media,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 회의록에 있는 내용과 관련된 뉴스 찾아줘,19.6215,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,media,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
이 메모에 있는 내용과 관련된 자료 찾아줘,24.0666,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,media,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난달에 갔던 캠핑장과 비슷한 곳 찾아줘,27.9766,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,travel,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난달에 갔던 공원과 비슷한 곳 찾아줘,18.1948,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,travel,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난달에 갔던 수목원과 비슷한 곳 찾아줘,17.8119,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,travel,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지난달에 갔던 나들이 장소와 비슷한 곳 찾아줘,37.8376,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,travel,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
사진에 있는 이런 가방을 구경해 볼 수 있는 곳 찾아줘,18.7553,51,44,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
사진에 있는 이런 소파를 구경해 볼 수 있는 곳 찾아줘,20.5872,51,44,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
사진에 있는 이런 식탁을 구경해 볼 수 있는 곳 찾아줘,32.2836,51,44,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
사진에 있는 이런 인테리어 장식을 구경해 볼 수 있는 곳 찾아줘,19.7669,51,44,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,fashion,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
오늘 목표 걸음수를 채울 수 있는 코스 추천해줘,22.0324,48,41,15.0,2.73,1,3,0.0,0.3659,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지금 근처에서 할 수 있는 운동 추천해줘,13.1321,44,37,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
오늘 목표 칼로리를 달성 할 수 있는 운동 추천해줘,10.5821,57,50,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
오늘같은 날씨에 하면 좋을 운동 추천해줘,12.9894,53,46,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,exercise,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지금 여기 아울렛에서 할인되는 카드 추천해줘,15.8561,52,45,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,shopping,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지금 여기 백화점에서 할인되는 카드 추천해줘,17.9164,52,45,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,shopping,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지금 여기 식당에서 할인되는 카드 추천해줘,17.2717,52,45,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,shopping,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
지금 여기 카페에서 할인되는 카드 추천해줘,14.4256,52,45,15.0,2.93,1,3,0.0,0.4,imperative,present,must,0,0,1,0,shopping,none,0,none,5,8,3,1,0,0,0,0,0,0,absolute,5,0,0.0,5,3.0,4,3,1.0,2,0.0,2,2.0,0.0,0.0,0.0,0.0,4.0,0.0
출퇴근 시간에 볼 만한 영상 추천해줘,18.0612,38,32,12.0,3.17,1,1,0.0,0.316,interrogative,present,should,0,0,1,1,entertainment,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
공부할 때에 들으면 좋은 노래 추천해줘,14.1756,38,32,12.0,3.17,1,1,0.0,0.316,interrogative,present,should,0,0,1,1,music,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,2,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
운동 중에 즐길 만한 콘텐츠 추천해줘,17.051,38,32,12.0,3.17,1,1,0.0,0.316,interrogative,present,should,0,0,1,1,entertainment,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
휴식 시간에 읽기 좋은 책 추천해줘,12.775,38,32,12.0,3.17,1,1,0.0,0.316,interrogative,present,should,0,0,1,1,literature,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,2,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 대화 중인 친구들과 갈 만한 식당 찾아줘,18.7958,43,36,14.0,3.07,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,food,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 대화 중인 친구들과 갈 만한 카페 찾아줘,19.255,43,36,14.0,3.07,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,food,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 대화 중인 친구들과 갈 만한 펍 찾아줘,22.1998,43,36,14.0,3.07,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,food,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 대화 중인 친구들과 갈 만한 노래방 찾아줘,12.8402,43,36,14.0,3.07,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,entertainment,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 내가 갖고 있는 멤버십 중에 여기 백화점에서 할인되는 멤버십 찾아줘,25.0356,66,58,24.0,2.75,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,shopping,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 내가 갖고 있는 쿠폰 중에 여기 마트에서 할인되는 쿠폰 찾아줘,18.4119,61,53,21.0,2.9,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,shopping,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 내가 갖고 있는 카드 중에 여기 아울렛에서 할인되는 카드 찾아줘,28.7196,66,58,24.0,2.75,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,shopping,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 내가 갖고 있는 카드 중에 여기 온라인쇼핑몰에서 할인되는 카드 찾아줘,19.6738,66,58,24.0,2.75,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,shopping,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 30분 정도 여유 시간에 볼만한 도서 추천해줘,10.3147,43,36,14.0,3.07,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,literature,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,2,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 30분 정도 여유 시간에 볼만한 한국사 강의 추천해줘,17.7394,51,44,17.0,3.0,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,education,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 30분 정도 여유 시간에 볼만한 자기 계발 영상 추천해줘,15.1364,51,44,17.0,3.0,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,self-development,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
지금 30분 정도 여유 시간에 볼만한 다큐멘터리 추천해줘,18.6942,51,44,17.0,3.0,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,entertainment,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
현재 위치에서 걸어서 갈 수 있는 맛집 리스트 보여줘,18.3592,47,41,15.0,3.13,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,food,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
현재 위치에서 걸어서 갈 수 있는 카페 리스트 보여줘,18.4366,47,41,15.0,3.13,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,food,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
현재 위치에서 걸어서 갈 수 있는 가볼만한 곳 리스트 보여줘,23.8414,47,41,15.0,3.13,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,tourism,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
현재 위치에서 걸어서 갈 수 있는 오프라인 쇼핑몰 리스트 보여줘,17.871,47,41,15.0,3.13,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,shopping,none,1,location,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
오늘 날씨에 적합한 패션 스타일 추천해줘,10.6296,38,32,12.0,3.17,1,1,0.0,0.316,interrogative,present,should,0,0,1,1,fashion,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,2,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
오늘 출장지에 적합한 패션 스타일 추천해줘,22.7296,43,36,14.0,3.07,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,fashion,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
오늘 저녁 약속에 적합한 패션 스타일 추천해줘,19.0553,43,36,14.0,3.07,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,fashion,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
이번 주말에 뭐 입으면 좋을지 추천해줘,17.5808,39,33,13.0,3.0,1,1,0.0,0.325,interrogative,present,should,0,0,1,1,fashion,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,medium,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 자주 먹는 음식을 분석해서 늦은 밤에 먹기 좋은 건강식 추천해줘,26.025,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,food,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 자주 먹는 음식을 분석해서 아침에 먹기 좋은 간편식 추천해줘,13.3468,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,food,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 자주 먹는 음식을 분석해서 운동 후 먹기 좋은 음식 추천해줘,12.6053,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,food,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 자주 먹는 음식을 분석해서 다이어트할 때 먹기 좋은 음식 추천해줘,28.1394,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,food,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
커피값 많이 쓰는 나한테 맞는 원두 구독 서비스 추천해줄래?,24.8223,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,subscription,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
영화 많이 보는 나한테 맞는 OTT 구독 서비스 추천해줄래?,15.5363,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,subscription,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
트렌디한 영상 자주 보는 나한테 맞는 SNS/커뮤니티 서비스 추천해줄래?,26.3098,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,subscription,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
음악 많이 듣는 나한테 맞는 음악 스트리밍 구독 서비스 추천해줄래?,18.4527,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,subscription,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 평소 듣는 콘텐츠 기준으로 재밌는 팟캐스트 추천해줘,27.8044,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,entertainment,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 평소 보는 콘텐츠 기준으로 볼 만한 유튜브 채널 추천해줘,23.3731,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,entertainment,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 평소 듣는 콘텐츠 기준으로 새로운 음악 추천해줘,15.7212,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,music,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,3,2,3.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
내가 평소 듣는 콘텐츠 기준으로 들을 만한 라디오 추천해줘,21.2035,56,49,20.0,2.8,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,entertainment,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 생일 선물 추천해줘,37.2681,66,58,24.0,2.75,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,gift,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
재희랑 했던 대화를 분석해서 재희가 좋아할 만한 기념일 선물 추천해줘,29.7371,66,58,24.0,2.75,1,1,0.0,0.378,interrogative,present,should,0,0,1,1,gift,none,1,none,5,5,0,1,1,0,0,absolute,5,any,0,4,3,4.0,neutral,0.0,0.84,3,3.0,large,2.0,2,0.0,0.0,1.0,4.0,0.0,2.0,0.0
