participant_id,query_id,MAL,QL_char,QL_tokens,task_family,info_source_type,requires_personal_history,requires_aggregation,requires_summarization,requires_generation,temporal_reference_type,time_urgency_level,stakes_level,modality_primary,domain_category,query_goal_specificity,expected_answer_length,interaction_pattern,has_comparative_phrase,has_temporal_diff_phrase,time_window_length,personalization_intensity,needs_location_context,needs_calendar_context,needs_communication_logs,needs_media_history,needs_financial_logs,needs_health_data,recommendation_type,requires_cross_app_integration,requires_similarity_search,requires_visual_understanding,requires_list_dedup_grouping,explicit_output_structure,urgency_phrase_present,planning_horizon,social_context_strength,contains_monetary_amount,monetary_context_type,device_context_implied,cognitive_load_estimate,novelty_seeking,habit_analysis,food_context_type,output_requires_multimedia_creation,output_requires_behavior_change_guidance,embedding_cluster_id,embedding_axis_complexity,embedding_axis_urgency
P053,153,36.395,29,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P059,153,10.927,29,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P062,153,29.364,29,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P071,153,11.518,29,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P080,153,2.413,29,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P010,154,44.858,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P014,154,15.238,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P023,154,24.401,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P034,154,21.164,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P038,154,23.895,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P048,154,13.867,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P055,154,34.87,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P068,154,11.453,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P072,154,39.091,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P080,154,3.129,28,8,list_history,location_history,1,1,1,1,past_range,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,2,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P006,155,15.132,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P021,155,8.389,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P026,155,11.761,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P034,155,10.453,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P040,155,55.292,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P053,155,38.766,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P058,155,9.247,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P068,155,9.921,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P077,155,26.035,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P078,155,5.675,27,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,0,0,spend_tracking,mobile_on_the_go,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P012,156,107.825,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P017,156,52.398,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P022,156,13.617,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P033,156,139.744,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P044,156,71.391,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P046,156,30.01,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P060,156,18.361,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P064,156,16.855,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P075,156,24.393,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P082,156,13.359,28,8,list_history,location_history,1,1,1,1,past_specific,0,1,structured_log,travel_leisure,1,2,analytic_report,0,0,0,2,1,0,0,0,0,0,place_reco,1,0,0,1,summary_text,0,0,1,0,spend_tracking,home_desktop,2,0,1,casual_meal,0,0,activity_stats,1.0,-0.2
P012,157,93.362,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P018,157,158.561,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P023,157,43.601,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P031,157,34.646,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P038,157,32.968,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P046,157,127.86,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P059,157,38.267,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P066,157,211.284,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P077,157,34.932,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P079,157,42.432,26,7,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P007,158,60.711,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P021,158,33.196,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P022,158,30.222,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P035,158,64.481,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P042,158,32.835,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P050,158,66.761,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P058,158,14.174,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P068,158,32.053,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P070,158,60.189,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P083,158,110.514,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P012,159,59.64,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P015,159,15.476,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P024,159,118.9,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P036,159,204.692,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P041,159,24.82,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P046,159,64.251,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P057,159,13.899,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P062,159,103.185,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P077,159,59.469,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P078,159,3.753,25,7,create_media,personal_content,1,1,0,1,no_time,0,1,photo_image,other,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,0,0,1,1,media_output,0,0,0,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P008,160,104.251,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P016,160,55.793,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P027,160,199.908,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P034,160,25.565,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P041,160,47.052,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P053,160,88.859,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P056,160,63.199,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P066,160,182.627,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P074,160,106.956,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P079,160,37.771,25,6,create_media,personal_content,1,1,0,1,no_time,0,0,photo_image,social_relationships,1,2,batch_media_ops,0,0,2,2,0,0,0,0,0,0,other,1,0,1,1,media_output,0,0,1,0,comparison,home_desktop,2,0,0,casual_meal,1,0,personal_media_retrieval,1.0,0.0
P008,161,25.427,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P016,161,26.769,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P023,161,12.475,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P032,161,6.267,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P044,161,20.756,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P053,161,18.709,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P061,161,4.227,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P063,161,9.08,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P076,161,8.955,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P083,161,14.964,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P012,162,20.19,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P014,162,11.684,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P026,162,16.754,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P031,162,19.982,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P043,162,10.586,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
P053,162,31.974,27,9,recommend,external_web,0,0,0,1,no_time,1,2,mixed/unknown,travel_leisure,1,1,creative_recommendation,0,0,0,1,1,0,0,0,0,1,place_reco,1,1,0,0,ranked_list,0,1,0,0,deal_finding,mobile_on_the_go,2,0,0,health_meal,0,1,content_recommendation,0.9,0.3
